Date,High,Low,Open,Close,Volume,Adj Close
2017-01-03,19938.529296875,19775.9296875,19872.859375,19881.759765625,339180000,19881.759765625
2017-01-04,19956.140625,19878.830078125,19890.939453125,19942.16015625,280010000,19942.16015625
2017-01-05,19948.599609375,19811.119140625,19924.560546875,19899.2890625,269920000,19899.2890625
2017-01-06,19999.630859375,19834.080078125,19906.9609375,19963.80078125,277700000,19963.80078125
2017-01-09,19943.779296875,19887.380859375,19931.41015625,19887.380859375,287060000,19887.380859375
2017-01-10,19957.119140625,19836.029296875,19876.349609375,19855.529296875,299410000,19855.529296875
2017-01-11,19973.419921875,19833.16015625,19887.380859375,19954.279296875,336150000,19954.279296875
2017-01-12,19929.2890625,19770.470703125,19926.2109375,19891.0,306290000,19891.0
2017-01-13,19952.029296875,19849.380859375,19912.5390625,19885.73046875,263780000,19885.73046875
2017-01-17,19882.990234375,19775.349609375,19848.8203125,19826.76953125,341900000,19826.76953125
2017-01-17,19882.990234375,19775.349609375,19848.8203125,19826.76953125,341900000,19826.76953125
2017-01-18,19828.19921875,19739.0,19822.73046875,19804.720703125,279760000,19804.720703125
2017-01-19,19824.140625,19677.939453125,19813.55078125,19732.400390625,301750000,19732.400390625
2017-01-20,19843.939453125,19759.140625,19795.060546875,19827.25,435260000,19827.25
2017-01-23,19833.98046875,19732.359375,19794.7890625,19799.849609375,326690000,19799.849609375
2017-01-24,19949.240234375,19786.7109375,19794.6796875,19912.7109375,374460000,19912.7109375
2017-01-25,20082.0,19994.48046875,19994.48046875,20068.509765625,372240000,20068.509765625
2017-01-27,20115.970703125,20072.640625,20103.359375,20093.779296875,343130000,20093.779296875
2017-01-31,19918.169921875,19784.76953125,19913.16015625,19864.08984375,373750000,19864.08984375
2017-02-02,19922.75,19831.08984375,19858.33984375,19884.91015625,347220000,19884.91015625
2017-02-06,20094.94921875,20002.810546875,20025.609375,20052.419921875,281720000,20052.419921875
2017-02-08,20068.279296875,20015.330078125,20049.2890625,20054.33984375,280410000,20054.33984375
2017-02-10,20298.2109375,20204.759765625,20211.23046875,20269.369140625,312230000,20269.369140625
2017-02-13,20441.48046875,20322.94921875,20338.5390625,20412.16015625,314620000,20412.16015625
2017-02-14,20504.41015625,20374.01953125,20374.220703125,20504.41015625,356580000,20504.41015625
